sp_id,sp_hh_id,serialno,stcotrbg,age,sex,race,sporder,relate,sp_school_id,sp_work_id
01077010100-527-738,01077010100-527,1224564,01077010100,2,1,2,3,2,,
01077010100-528-739,01077010100-528,545125,01077010100,21,2,2,1,0,,133768101
01077010100-528-740,01077010100-528,545125,01077010100,22,2,2,2,12,,250695160
01077010100-528-741,01077010100-528,545125,01077010100,21,2,2,3,12,,
01077010100-529-742,01077010100-529,428791,01077010100,21,2,2,1,0,,
01077010100-529-743,01077010100-529,428791,01077010100,1,2,2,2,2,,
01077010100-529-744,01077010100-529,428791,01077010100,22,2,2,3,5,,
01077010100-530-745,01077010100-530,545125,01077010100,21,2,2,1,0,,300671351
01077010100-530-746,01077010100-530,545125,01077010100,22,2,2,2,12,,250695160
01077010100-530-747,01077010100-530,545125,01077010100,21,2,2,3,12,,
01077010100-531-748,01077010100-531,945485,01077010100,32,2,2,1,0,,
01077010100-531-749,01077010100-531,945485,01077010100,14,1,2,2,2,010201000765,
01077010100-531-750,01077010100-531,945485,01077010100,8,1,2,3,2,010201000763,
01077010100-532-751,01077010100-532,894131,01077010100,32,2,2,1,0,,
01077010100-532-752,01077010100-532,894131,01077010100,11,2,2,2,2,010201001545,
01077010100-532-753,01077010100-532,894131,01077010100,6,1,2,3,2,010153000532,
01077010100-533-754,01077010100-533,887299,01077010100,25,2,2,1,0,,
01077010100-533-755,01077010100-533,887299,01077010100,4,1,2,2,2,,
01077010100-533-756,01077010100-533,887299,01077010100,2,2,2,3,2,,
01077010100-534-757,01077010100-534,774948,01077010100,31,2,2,1,0,,
01077010100-534-758,01077010100-534,774948,01077010100,11,2,2,2,2,010201000767,
01077010100-534-759,01077010100-534,774948,01077010100,6,1,2,3,2,010201000769,
01077010100-535-760,01077010100-535,86502,01077010100,30,2,2,1,0,,803502160
01077010100-535-761,01077010100-535,86502,01077010100,5,2,2,2,2,010201000766,
01077010100-535-762,01077010100-535,86502,01077010100,4,2,2,3,2,,
01077010100-536-763,01077010100-536,600364,01077010100,50,2,2,1,0,,
01077010100-536-764,01077010100-536,600364,01077010100,26,2,2,2,2,,226523421
01077010100-536-765,01077010100-536,600364,01077010100,20,2,2,3,2,,
01077010100-537-766,01077010100-537,931412,01077010100,34,2,6,1,0,,
01077010100-537-767,01077010100-537,931412,01077010100,37,1,1,2,1,,
01077010100-537-768,01077010100-537,931412,01077010100,2,1,9,3,2,,
01077010100-538-769,01077010100-538,207709,01077010100,24,2,1,1,0,,803522689
01077010100-538-770,01077010100-538,207709,01077010100,5,1,1,2,2,A0100374,
01077010100-538-771,01077010100-538,207709,01077010100,19,2,1,3,12,,607348836
01077010100-539-772,01077010100-539,1164742,01077010100,49,2,1,1,0,,401889282
01077010100-539-773,01077010100-539,1164742,01077010100,52,1,1,2,1,,314267931
01077010100-539-774,01077010100-539,1164742,01077010100,5,2,1,3,2,010201000766,
01077010100-540-775,01077010100-540,51232,01077010100,30,2,1,1,0,,
01077010100-540-776,01077010100-540,51232,01077010100,8,1,1,2,2,010201000763,
01077010100-540-777,01077010100-540,51232,01077010100,2,2,1,3,2,,
01077010100-541-778,01077010100-541,147024,01077010100,46,2,1,1,0,,
01077010100-541-779,01077010100-541,147024,01077010100,18,1,1,2,2,,
01077010100-541-780,01077010100-541,147024,01077010100,29,1,1,3,13,,
01077010100-542-781,01077010100-542,7012,01077010100,24,2,2,1,0,,401889340
01077010100-542-782,01077010100-542,7012,01077010100,8,1,2,2,2,010201000765,
01077010100-542-783,01077010100-542,7012,01077010100,6,2,2,3,2,010153000532,
01077010100-543-784,01077010100-543,744906,01077010100,31,2,2,1,0,,133750695
01077010100-543-785,01077010100-543,744906,01077010100,4,2,2,2,2,,
01077010100-543-786,01077010100-543,744906,01077010100,1,1,2,3,2,,
01077010100-544-787,01077010100-544,1076816,01077010100,20,2,1,1,0,,
01077010100-544-788,01077010100-544,1076816,01077010100,0,2,1,2,2,,
01077010100-544-789,01077010100-544,1076816,01077010100,32,1,1,3,13,,886694330
01077010100-545-790,01077010100-545,668757,01077010100,23,2,1,1,0,,
01077010100-545-791,01077010100-545,668757,01077010100,24,1,1,2,1,,133774166
01077010100-545-792,01077010100-545,668757,01077010100,0,1,1,3,2,,
01077010100-546-793,01077010100-546,1360611,01077010100,22,2,1,1,0,,574666293
01077010100-546-794,01077010100-546,1360611,01077010100,22,2,1,2,12,,382550648
01077010100-546-795,01077010100-546,1360611,01077010100,25,1,1,3,13,,513757518
01077010100-547-796,01077010100-547,976953,01077010100,22,2,1,1,0,,803489145
01077010100-547-797,01077010100-547,976953,01077010100,1,2,1,2,2,,
01077010100-547-798,01077010100-547,976953,01077010100,22,1,1,3,13,,420158057
01077010100-548-799,01077010100-548,127177,01077010100,21,2,1,1,0,,385173083
01077010100-548-800,01077010100-548,127177,01077010100,20,1,1,2,1,,133756064
01077010100-548-801,01077010100-548,127177,01077010100,1,1,1,3,2,,
01077010100-549-802,01077010100-549,668757,01077010100,23,2,1,1,0,,
01077010100-549-803,01077010100-549,668757,01077010100,24,1,1,2,1,,133760181
01077010100-549-804,01077010100-549,668757,01077010100,0,1,1,3,2,,
01077010100-550-805,01077010100-550,727057,01077010100,19,2,1,1,0,,495961013
01077010100-550-806,01077010100-550,727057,01077010100,25,1,1,2,12,,133752329
01077010100-550-807,01077010100-550,727057,01077010100,21,1,1,3,12,,803510924
01077010100-551-808,01077010100-551,771353,01077010100,25,2,1,1,0,,133748129
01077010100-551-809,01077010100-551,771353,01077010100,1,1,1,2,2,,
01077010100-551-810,01077010100-551,771353,01077010100,0,1,8,3,15,,
01077010100-552-811,01077010100-552,1393925,01077010100,33,2,1,1,0,,401888920
01077010100-552-812,01077010100-552,1393925,01077010100,14,2,1,2,2,010201000775,
01077010100-552-813,01077010100-552,1393925,01077010100,10,1,1,3,2,010201000765,
01077010100-553-814,01077010100-553,56282,01077010100,29,2,1,1,0,,308028208
01077010100-553-815,01077010100-553,56282,01077010100,10,1,1,2,2,010153000532,
01077010100-553-816,01077010100-553,56282,01077010100,7,2,1,3,2,010153000532,
01077010100-554-817,01077010100-554,707561,01077010100,52,2,1,1,0,,997143318
01077010100-554-818,01077010100-554,707561,01077010100,10,1,1,2,7,010153000535,
01077010100-554-819,01077010100-554,707561,01077010100,54,2,1,3,13,,495966202
01077010100-555-820,01077010100-555,1311709,01077010100,24,1,2,1,0,,
01077010100-555-821,01077010100-555,1311709,01077010100,2,1,2,2,4,,
01077010100-555-822,01077010100-555,1311709,01077010100,22,2,9,3,13,,574676169
01077010100-556-823,01077010100-556,1442863,01077010100,22,1,2,1,0,,886694330
01077010100-556-824,01077010100-556,1442863,01077010100,21,2,2,2,1,,133753897
01077010100-556-825,01077010100-556,1442863,01077010100,1,1,2,3,2,,
01077010100-557-826,01077010100-557,913842,01077010100,31,2,2,1,0,,300671195
01077010100-557-827,01077010100-557,913842,01077010100,12,1,2,2,2,010201000772,
01077010100-557-828,01077010100-557,913842,01077010100,10,2,2,3,2,010201000766,
01077010100-558-829,01077010100-558,792368,01077010100,29,2,2,1,0,,133746701
01077010100-558-830,01077010100-558,792368,01077010100,9,2,2,2,2,010201001545,
01077010100-558-831,01077010100-558,792368,01077010100,7,2,2,3,2,010201000775,
01077010100-559-832,01077010100-559,1403110,01077010100,33,2,2,1,0,,133769869
01077010100-559-833,01077010100-559,1403110,01077010100,16,2,2,2,2,010153000528,
01077010100-559-834,01077010100-559,1403110,01077010100,5,1,2,3,2,010201001545,
01077010100-560-835,01077010100-560,1303356,01077010100,53,2,2,1,0,,
01077010100-560-836,01077010100-560,1303356,01077010100,21,1,2,2,2,,
01077010100-560-837,01077010100-560,1303356,01077010100,17,2,2,3,2,010201000775,
01077010100-561-838,01077010100-561,31521,01077010100,30,1,6,1,0,,803522689
01077010100-561-839,01077010100-561,31521,01077010100,28,2,6,2,1,,
01077010100-561-840,01077010100-561,31521,01077010100,1,1,6,3,2,,
01077010100-562-841,01077010100-562,209511,01077010100,20,2,1,1,0,,9241662
01077010100-562-842,01077010100-562,209511,01077010100,31,1,1,2,1,,420158057
01077010100-562-843,01077010100-562,209511,01077010100,1,1,1,3,2,,
01077010100-563-844,01077010100-563,1055130,01077010100,20,1,1,1,0,,
01077010100-563-845,01077010100-563,1055130,01077010100,20,1,2,2,12,,987560612
01077010100-563-846,01077010100-563,1055130,01077010100,20,2,1,3,12,,987561073
01077010100-564-847,01077010100-564,369053,01077010100,25,1,1,1,0,,495960015
01077010100-564-848,01077010100-564,369053,01077010100,23,1,1,2,12,,
01077010100-564-849,01077010100-564,369053,01077010100,22,2,1,3,12,,997143318
01077010100-565-850,01077010100-565,1247318,01077010100,33,2,2,1,0,,475156220
01077010100-565-851,01077010100-565,1247318,01077010100,13,2,2,2,2,010201000772,
01077010100-565-852,01077010100-565,1247318,01077010100,8,1,2,3,2,010201000774,
01077010100-566-853,01077010100-566,63062,01077010100,21,1,1,1,0,,690640008
01077010100-566-854,01077010100-566,63062,01077010100,23,1,1,2,12,,997143318
01077010100-566-855,01077010100-566,63062,01077010100,19,2,1,3,13,,258582915
01077010100-567-856,01077010100-567,1055292,01077010100,21,2,1,1,0,,133750208
01077010100-567-857,01077010100-567,1055292,01077010100,1,1,1,2,2,,
01077010100-567-858,01077010100-567,1055292,01077010100,21,1,1,3,12,,
01077010100-568-859,01077010100-568,770651,01077010100,30,1,1,1,0,,9241662
01077010100-568-860,01077010100-568,770651,01077010100,27,2,1,2,1,,
01077010100-568-861,01077010100-568,770651,01077010100,1,1,1,3,2,,
01077010100-569-862,01077010100-569,567280,01077010100,22,2,1,1,0,,396240194
01077010100-569-863,01077010100-569,567280,01077010100,3,1,1,2,2,,
01077010100-569-864,01077010100-569,567280,01077010100,25,1,1,3,13,,997143318
01077010100-570-865,01077010100-570,1193206,01077010100,24,1,1,1,0,,
01077010100-570-866,01077010100-570,1193206,01077010100,25,2,1,2,1,,396240194
01077010100-570-867,01077010100-570,1193206,01077010100,0,2,1,3,2,,
01077010100-571-868,01077010100-571,1256936,01077010100,23,1,1,1,0,,266382936
01077010100-571-869,01077010100-571,1256936,01077010100,24,1,1,2,15,,997143318
01077010100-571-870,01077010100-571,1256936,01077010100,21,1,1,3,15,,420244808
01077010100-572-871,01077010100-572,387109,01077010100,34,1,1,1,0,,378034557
01077010100-572-872,01077010100-572,387109,01077010100,30,2,1,2,1,,967947250
01077010100-572-873,01077010100-572,387109,01077010100,6,1,1,3,2,,
01077010100-572-874,01077010100-572,387109,01077010100,11,2,1,4,3,,
01077010100-573-875,01077010100-573,1455229,01077010100,29,2,1,1,0,,967945494
01077010100-573-876,01077010100-573,1455229,01077010100,29,1,1,2,1,,456272467
01077010100-573-877,01077010100-573,1455229,01077010100,1,2,1,3,2,,
01077010100-574-878,01077010100-574,1055903,01077010100,33,2,1,1,0,,495962847
01077010100-574-879,01077010100-574,1055903,01077010100,25,1,1,2,1,,133773721
01077010100-574-880,01077010100-574,1055903,01077010100,0,2,1,3,2,,
01077010100-575-881,01077010100-575,1398502,01077010100,28,1,1,1,0,,5440276
01077010100-575-882,01077010100-575,1398502,01077010100,25,2,1,2,1,,420244790
01077010100-575-883,01077010100-575,1398502,01077010100,0,2,1,3,2,,
01077010100-576-884,01077010100-576,820185,01077010100,33,2,1,1,0,,133751925
01077010100-576-885,01077010100-576,820185,01077010100,34,1,1,2,1,,803501519
01077010100-576-886,01077010100-576,820185,01077010100,2,1,1,3,2,,
01077010100-577-887,01077010100-577,889645,01077010100,29,1,1,1,0,,133747162
01077010100-577-888,01077010100-577,889645,01077010100,25,2,1,2,1,,9241662
01077010100-577-889,01077010100-577,889645,01077010100,0,1,1,3,2,,
01077010100-578-890,01077010100-578,663728,01077010100,27,1,1,1,0,,967946583
01077010100-578-891,01077010100-578,663728,01077010100,26,2,1,2,1,,545022063
01077010100-578-892,01077010100-578,663728,01077010100,0,2,1,3,2,,
01077010100-579-893,01077010100-579,703881,01077010100,41,2,1,1,0,,644087207
01077010100-579-894,01077010100-579,703881,01077010100,42,1,1,2,1,,309199230
01077010100-579-895,01077010100-579,703881,01077010100,17,1,1,3,2,010201000765,133794818
01077010100-580-896,01077010100-580,425725,01077010100,50,1,1,1,0,,632131082
01077010100-580-897,01077010100-580,425725,01077010100,49,2,1,2,1,,305893257
01077010100-580-898,01077010100-580,425725,01077010100,14,1,1,3,2,010201000767,
01077010100-581-899,01077010100-581,761581,01077010100,54,2,1,1,0,,450050653
01077010100-581-900,01077010100-581,761581,01077010100,7,2,1,2,3,010201001545,
01077010100-581-901,01077010100-581,761581,01077010100,70,2,1,3,6,,
01077010100-582-902,01077010100-582,756903,01077010100,52,1,1,1,0,,5440276
01077010100-582-903,01077010100-582,756903,01077010100,44,2,1,2,1,,
01077010100-582-904,01077010100-582,756903,01077010100,6,2,1,3,2,010201000763,
01077010100-583-905,01077010100-583,544074,01077010100,47,2,1,1,0,,420248007
01077010100-583-906,01077010100-583,544074,01077010100,20,2,1,2,2,,
01077010100-583-907,01077010100-583,544074,01077010100,18,1,1,3,2,010201000775,
01077010100-584-908,01077010100-584,1159887,01077010100,60,1,1,1,0,,803510387
01077010100-584-909,01077010100-584,1159887,01077010100,60,2,1,2,1,,967947953
01077010100-584-910,01077010100-584,1159887,01077010100,21,1,1,3,3,,
01077010100-585-911,01077010100-585,1101205,01077010100,32,1,2,1,0,,997143318
01077010100-585-912,01077010100-585,1101205,01077010100,29,2,2,2,1,,
01077010100-585-913,01077010100-585,1101205,01077010100,3,1,2,3,4,,
01077010100-586-914,01077010100-586,400737,01077010100,48,2,2,1,0,,701138505
01077010100-586-915,01077010100-586,400737,01077010100,12,2,2,2,2,010201000764,
01077010100-586-916,01077010100-586,400737,01077010100,10,2,2,3,2,010201000767,
01077010100-587-917,01077010100-587,1237597,01077010100,33,1,6,1,0,,803522689
01077010100-587-918,01077010100-587,1237597,01077010100,29,2,6,2,1,,
01077010100-587-919,01077010100-587,1237597,01077010100,0,2,6,3,2,,
01077010100-588-920,01077010100-588,716768,01077010100,48,1,1,1,0,,963938105
01077010100-588-921,01077010100-588,716768,01077010100,51,2,1,2,1,,
01077010100-588-922,01077010100-588,716768,01077010100,19,2,1,3,2,,5440276
01077010100-589-923,01077010100-589,741369,01077010100,24,1,1,1,0,,
01077010100-589-924,01077010100-589,741369,01077010100,25,1,1,2,11,,
01077010100-589-925,01077010100-589,741369,01077010100,24,1,1,3,11,,
01077010100-589-926,01077010100-589,741369,01077010100,24,1,1,4,11,,
01077010100-590-927,01077010100-590,741369,01077010100,24,1,1,1,0,,
01077010100-590-928,01077010100-590,741369,01077010100,25,1,1,2,11,,
01077010100-590-929,01077010100-590,741369,01077010100,24,1,1,3,11,,
01077010100-590-930,01077010100-590,741369,01077010100,24,1,1,4,11,,
01077010100-591-931,01077010100-591,319218,01077010100,30,2,1,1,0,,
01077010100-591-932,01077010100-591,319218,01077010100,12,1,1,2,2,010201000763,
01077010100-591-933,01077010100-591,319218,01077010100,1,2,1,3,2,,
01077010100-591-934,01077010100-591,319218,01077010100,32,1,1,4,13,,
01077010100-592-935,01077010100-592,460523,01077010100,30,2,1,1,0,,
01077010100-592-936,01077010100-592,460523,01077010100,10,1,1,2,2,010201000765,
01077010100-592-937,01077010100-592,460523,01077010100,9,1,1,3,2,010201000772,
01077010100-592-938,01077010100-592,460523,01077010100,5,1,1,4,2,010201000773,
01077010100-593-939,01077010100-593,262304,01077010100,25,2,1,1,0,,
01077010100-593-940,01077010100-593,262304,01077010100,3,1,1,2,2,,
01077010100-593-941,01077010100-593,262304,01077010100,53,2,1,3,6,,
01077010100-593-942,01077010100-593,262304,01077010100,30,1,1,4,13,,
01077010100-594-943,01077010100-594,1198624,01077010100,22,2,2,1,0,,644086050
01077010100-594-944,01077010100-594,1198624,01077010100,8,2,2,2,2,010201000766,
01077010100-594-945,01077010100-594,1198624,01077010100,6,2,2,3,2,010153000532,
01077010100-594-946,01077010100-594,1198624,01077010100,3,2,2,4,2,,
01077010100-595-947,01077010100-595,1483245,01077010100,20,1,2,1,0,,
01077010100-595-948,01077010100-595,1483245,01077010100,21,1,2,2,11,,
01077010100-595-949,01077010100-595,1483245,01077010100,21,1,2,3,11,,
01077010100-595-950,01077010100-595,1483245,01077010100,20,1,2,4,11,,599403045
01077010100-596-951,01077010100-596,289074,01077010100,23,2,2,1,0,,
01077010100-596-952,01077010100-596,289074,01077010100,4,2,1,2,2,,
01077010100-596-953,01077010100-596,289074,01077010100,2,1,2,3,2,,
01077010100-596-954,01077010100-596,289074,01077010100,0,1,2,4,2,,
01077010100-597-955,01077010100-597,1223998,01077010100,32,2,2,1,0,,
01077010100-597-956,01077010100-597,1223998,01077010100,10,1,2,2,2,010201000767,
01077010100-597-957,01077010100-597,1223998,01077010100,8,2,2,3,2,010153000534,
01077010100-597-958,01077010100-597,1223998,01077010100,8,1,2,4,2,010201000775,
01077010100-598-959,01077010100-598,27254,01077010100,33,2,2,1,0,,
01077010100-598-960,01077010100-598,27254,01077010100,14,1,2,2,2,010153000536,
01077010100-598-961,01077010100-598,27254,01077010100,8,2,2,3,2,010201000766,
01077010100-598-962,01077010100-598,27254,01077010100,0,2,2,4,2,,
01077010100-599-963,01077010100-599,880981,01077010100,21,2,1,1,0,,
01077010100-599-964,01077010100-599,880981,01077010100,24,1,1,2,1,,967945411
01077010100-599-965,01077010100-599,880981,01077010100,3,1,1,3,2,,
01077010100-599-966,01077010100-599,880981,01077010100,1,1,1,4,2,,
01077010100-600-967,01077010100-600,1235071,01077010100,26,2,1,1,0,,599396355
01077010100-600-968,01077010100-600,1235071,01077010100,11,1,1,2,2,,
01077010100-600-969,01077010100-600,1235071,01077010100,5,1,1,3,2,010201000767,
01077010100-600-970,01077010100-600,1235071,01077010100,4,1,1,4,2,,
01077010100-601-971,01077010100-601,799584,01077010100,22,1,1,1,0,,649575743
01077010100-601-972,01077010100-601,799584,01077010100,1,2,1,2,2,,
01077010100-601-973,01077010100-601,799584,01077010100,7,2,1,3,4,010153000535,
01077010100-601-974,01077010100-601,799584,01077010100,28,2,1,4,12,,
01077010100-602-975,01077010100-602,901365,01077010100,21,2,1,1,0,,133749663
01077010100-602-976,01077010100-602,901365,01077010100,32,1,8,2,1,,8670093
01077010100-602-977,01077010100-602,901365,01077010100,4,2,1,3,2,,
01077010100-602-978,01077010100-602,901365,01077010100,1,2,8,4,2,,
01077010100-603-979,01077010100-603,1310259,01077010100,24,2,1,1,0,,
01077010100-603-980,01077010100-603,1310259,01077010100,3,1,1,2,2,,
01077010100-603-981,01077010100-603,1310259,01077010100,1,1,1,3,2,,
01077010100-603-982,01077010100-603,1310259,01077010100,38,1,1,4,13,,803488592
01077010100-604-983,01077010100-604,848186,01077010100,24,2,1,1,0,,666988704
01077010100-604-984,01077010100-604,848186,01077010100,4,2,1,2,2,,
01077010100-604-985,01077010100-604,848186,01077010100,2,2,1,3,2,,
01077010100-604-986,01077010100-604,848186,01077010100,21,1,1,4,13,,967946195
01077010100-605-987,01077010100-605,1247641,01077010100,33,1,1,1,0,,
01077010100-605-988,01077010100-605,1247641,01077010100,35,2,1,2,1,,
01077010100-605-989,01077010100-605,1247641,01077010100,10,1,1,3,2,010201000772,
01077010100-605-990,01077010100-605,1247641,01077010100,5,1,1,4,2,,
01077010100-606-991,01077010100-606,492109,01077010100,27,2,1,1,0,,
01077010100-606-992,01077010100-606,492109,01077010100,10,2,1,2,2,010201000765,
01077010100-606-993,01077010100-606,492109,01077010100,8,2,1,3,2,010201000772,
01077010100-606-994,01077010100-606,492109,01077010100,7,1,1,4,2,010201000772,
01077010100-607-995,01077010100-607,900537,01077010100,34,2,1,1,0,,
01077010100-607-996,01077010100-607,900537,01077010100,16,1,1,2,2,010201000770,
01077010100-607-997,01077010100-607,900537,01077010100,12,1,1,3,2,010201000775,
01077010100-607-998,01077010100-607,900537,01077010100,34,1,8,4,12,,219823689
01077010100-608-999,01077010100-608,198396,01077010100,54,2,1,1,0,,
01077010100-608-1000,01077010100-608,198396,01077010100,27,2,1,2,2,,886694330
01077010100-608-1001,01077010100-608,198396,01077010100,5,2,1,3,7,,
01077010100-608-1002,01077010100-608,198396,01077010100,4,2,1,4,7,,
01077010100-609-1003,01077010100-609,566196,01077010100,34,2,2,1,0,,420244758
01077010100-609-1004,01077010100-609,566196,01077010100,15,1,2,2,2,010201000772,
01077010100-609-1005,01077010100-609,566196,01077010100,10,1,2,3,2,010201000770,
01077010100-609-1006,01077010100-609,566196,01077010100,6,2,2,4,2,010201000767,
01077010100-610-1007,01077010100-610,566196,01077010100,34,2,2,1,0,,620921494
01077010100-610-1008,01077010100-610,566196,01077010100,15,1,2,2,2,010201000772,
01077010100-610-1009,01077010100-610,566196,01077010100,10,1,2,3,2,010201000763,
01077010100-610-1010,01077010100-610,566196,01077010100,6,2,2,4,2,010201000773,
01077010100-611-1011,01077010100-611,268846,01077010100,29,2,2,1,0,,
01077010100-611-1012,01077010100-611,268846,01077010100,27,1,2,2,1,,987559218
01077010100-611-1013,01077010100-611,268846,01077010100,2,1,2,3,2,,
01077010100-611-1014,01077010100-611,268846,01077010100,1,2,2,4,2,,
01077010100-612-1015,01077010100-612,68228,01077010100,24,1,1,1,0,,967944471
01077010100-612-1016,01077010100-612,68228,01077010100,3,2,1,2,2,,
01077010100-612-1017,01077010100-612,68228,01077010100,0,1,1,3,2,,
01077010100-612-1018,01077010100-612,68228,01077010100,23,2,1,4,13,,710931726
01077010100-613-1019,01077010100-613,766158,01077010100,29,2,1,1,0,,
01077010100-613-1020,01077010100-613,766158,01077010100,35,1,1,2,1,,688956366
01077010100-613-1021,01077010100-613,766158,01077010100,9,1,1,3,2,010201000774,
01077010100-613-1022,01077010100-613,766158,01077010100,11,1,1,4,4,010201000767,
01077010100-614-1023,01077010100-614,565460,01077010100,24,1,1,1,0,,300668969
01077010100-614-1024,01077010100-614,565460,01077010100,29,1,1,2,12,,5440276
01077010100-614-1025,01077010100-614,565460,01077010100,26,1,1,3,12,,987558194
01077010100-614-1026,01077010100-614,565460,01077010100,24,1,2,4,12,,927922682
01077010100-615-1027,01077010100-615,130066,01077010100,32,2,1,1,0,,
01077010100-615-1028,01077010100-615,130066,01077010100,32,1,1,2,1,,892495243
01077010100-615-1029,01077010100-615,130066,01077010100,8,1,1,3,2,010201001545,
01077010100-615-1030,01077010100-615,130066,01077010100,1,1,1,4,2,,
01077010100-616-1031,01077010100-616,319364,01077010100,30,2,1,1,0,,441309689
01077010100-616-1032,01077010100-616,319364,01077010100,42,1,1,2,1,,4411765
01077010100-616-1033,01077010100-616,319364,01077010100,11,1,1,3,2,010201000775,
01077010100-616-1034,01077010100-616,319364,01077010100,6,2,1,4,2,010201000772,
01077010100-617-1035,01077010100-617,1481190,01077010100,31,1,1,1,0,,892473703
01077010100-617-1036,01077010100-617,1481190,01077010100,31,2,1,2,1,,
01077010100-617-1037,01077010100-617,1481190,01077010100,8,2,1,3,2,010201000770,
01077010100-617-1038,01077010100-617,1481190,01077010100,1,2,1,4,2,,
01077010100-618-1039,01077010100-618,1153343,01077010100,29,2,1,1,0,,803511252
01077010100-618-1040,01077010100-618,1153343,01077010100,38,1,1,2,1,,133756320
01077010100-618-1041,01077010100-618,1153343,01077010100,11,2,1,3,2,010201000765,
01077010100-618-1042,01077010100-618,1153343,01077010100,6,2,1,4,2,010201000767,
01077010100-619-1043,01077010100-619,892278,01077010100,31,1,1,1,0,,306901844
01077010100-619-1044,01077010100-619,892278,01077010100,30,2,1,2,1,,892495243
01077010100-619-1045,01077010100-619,892278,01077010100,3,2,1,3,2,00000973,
01077010100-619-1046,01077010100-619,892278,01077010100,0,1,1,4,2,,
01077010100-620-1047,01077010100-620,979763,01077010100,29,2,1,1,0,,607348836
01077010100-620-1048,01077010100-620,979763,01077010100,31,1,1,2,1,,803522689
01077010100-620-1049,01077010100-620,979763,01077010100,4,1,1,3,2,,
01077010100-620-1050,01077010100-620,979763,01077010100,0,1,1,4,2,,
01077010100-621-1051,01077010100-621,620848,01077010100,28,2,1,1,0,,892487497
01077010100-621-1052,01077010100-621,620848,01077010100,29,1,1,2,1,,495971152
01077010100-621-1053,01077010100-621,620848,01077010100,3,1,9,3,2,,
01077010100-621-1054,01077010100-621,620848,01077010100,1,2,1,4,2,,
01077010100-622-1055,01077010100-622,305110,01077010100,31,1,1,1,0,,704908474
01077010100-622-1056,01077010100-622,305110,01077010100,34,2,1,2,1,,635631
01077010100-622-1057,01077010100-622,305110,01077010100,0,1,1,3,2,,
01077010100-622-1058,01077010100-622,305110,01077010100,8,1,1,4,4,010201001545,
01077010100-623-1059,01077010100-623,583500,01077010100,36,1,1,1,0,,967947664
01077010100-623-1060,01077010100-623,583500,01077010100,37,2,1,2,1,,495972812
01077010100-623-1061,01077010100-623,583500,01077010100,9,1,1,3,2,010153000535,
01077010100-623-1062,01077010100-623,583500,01077010100,4,2,1,4,2,010201000765,
01077010100-624-1063,01077010100-624,666980,01077010100,42,2,1,1,0,,
01077010100-624-1064,01077010100-624,666980,01077010100,41,1,1,2,1,,635631
01077010100-624-1065,01077010100-624,666980,01077010100,22,1,1,3,2,,309198752
01077010100-624-1066,01077010100-624,666980,01077010100,17,1,1,4,2,010201000767,
01077010100-625-1067,01077010100-625,67009,01077010100,53,1,1,1,0,,967944935
01077010100-625-1068,01077010100-625,67009,01077010100,50,2,1,2,1,,
01077010100-625-1069,01077010100-625,67009,01077010100,23,2,1,3,2,,802734475
01077010100-625-1070,01077010100-625,67009,01077010100,24,1,1,4,9,,
01077010100-626-1071,01077010100-626,925075,01077010100,47,1,1,1,0,,200030872
01077010100-626-1072,01077010100-626,925075,01077010100,46,2,1,2,1,,695660316
01077010100-626-1073,01077010100-626,925075,01077010100,23,1,1,3,2,,400429705
01077010100-626-1074,01077010100-626,925075,01077010100,16,2,1,4,2,010201000770,
01077010100-627-1075,01077010100-627,476415,01077010100,27,1,2,1,0,,133757468
01077010100-627-1076,01077010100-627,476415,01077010100,26,2,2,2,1,,3260437
01077010100-627-1077,01077010100-627,476415,01077010100,4,1,2,3,2,,
01077010100-627-1078,01077010100-627,476415,01077010100,7,1,2,4,4,010153000532,
01077010100-628-1079,01077010100-628,114853,01077010100,49,2,2,1,0,,314267931
01077010100-628-1080,01077010100-628,114853,01077010100,29,2,2,2,2,,133762583
01077010100-628-1081,01077010100-628,114853,01077010100,5,2,2,3,7,A0100374,
01077010100-628-1082,01077010100-628,114853,01077010100,30,1,2,4,9,,495974925
01077010100-629-1083,01077010100-629,200196,01077010100,34,2,1,1,0,,644088346
01077010100-629-1084,01077010100-629,200196,01077010100,36,1,1,2,1,,401889282
01077010100-629-1085,01077010100-629,200196,01077010100,10,1,1,3,2,010153000534,
01077010100-629-1086,01077010100-629,200196,01077010100,5,2,1,4,2,,
01077010100-630-1087,01077010100-630,131086,01077010100,45,2,1,1,0,,
01077010100-630-1088,01077010100-630,131086,01077010100,21,1,1,2,2,,
01077010100-630-1089,01077010100-630,131086,01077010100,19,1,1,3,2,,599402617
01077010100-630-1090,01077010100-630,131086,01077010100,20,1,1,4,11,,
01077010100-631-1091,01077010100-631,1012527,01077010100,24,2,1,1,0,,
01077010100-631-1092,01077010100-631,1012527,01077010100,25,1,1,2,1,,
01077010100-631-1093,01077010100-631,1012527,01077010100,6,2,1,3,2,010201000772,
01077010100-631-1094,01077010100-631,1012527,01077010100,4,2,1,4,2,,
01077010100-631-1095,01077010100-631,1012527,01077010100,3,1,1,5,2,,
01077010100-632-1096,01077010100-632,380460,01077010100,29,2,1,1,0,,
01077010100-632-1097,01077010100-632,380460,01077010100,13,1,1,2,2,010201000772,
01077010100-632-1098,01077010100-632,380460,01077010100,10,1,1,3,2,010201000765,
