RT,TYPE,SERIALNO,puma_id,HINCP,NP,place_id,SYNTHETIC_HID,longitude,latitude,RT,puma_id,ST,SEX,AGEP,SCH,SCHG,RELP,HISP,ESR,PINCP,NATIVITY,OCCP,POBP,RAC1P,SYNTHETIC_PID,school_id,workplace_id
H,1,992877,100,73400,2,01077010100,01077010100-496,-87.6583025315093,34.7996092174988,P,600,1,2,69,1,,0,1,6,0,1,,1,1,01077010100-496-659,,
H,1,992877,100,73400,2,01077010100,01077010100-496,-87.6583025315093,34.7996092174988,P,600,1,1,70,1,,1,1,6,73400,1,4760,1,1,01077010100-496-660,,
H,1,1440039,100,76100,2,01077010100,01077010100-497,-87.657522444178,34.798840384351,P,2300,1,1,65,1,,0,1,6,58800,1,430,1,1,01077010100-497-661,,
H,1,1440039,100,76100,2,01077010100,01077010100-497,-87.657522444178,34.798840384351,P,2300,1,2,67,1,,1,1,6,17300,1,,1,1,01077010100-497-662,,
H,1,846821,100,86100,2,01077010100,01077010100-498,-87.6578258107941,34.7987692536631,P,2100,1,1,65,1,,0,1,6,75800,1,,26,1,01077010100-498-663,,
H,1,846821,100,86100,2,01077010100,01077010100-498,-87.6578258107941,34.7987692536631,P,2100,1,2,69,1,,1,1,6,10300,1,,1,1,01077010100-498-664,,
H,1,1105929,100,51100,2,01077010100,01077010100-499,-87.6575152973447,34.7988933022951,P,2100,1,1,70,1,,0,1,1,43900,1,5620,1,1,01077010100-499-665,,133751925
H,1,1105929,100,51100,2,01077010100,01077010100-499,-87.6575152973447,34.7988933022951,P,2100,1,2,68,1,,1,1,6,7200,1,,1,1,01077010100-499-666,,
H,1,23048,100,64700,2,01077010100,01077010100-500,-87.6602521450614,34.8018270606138,P,2500,1,1,73,1,,0,1,6,55200,1,3850,1,1,01077010100-500-667,,
H,1,23048,100,64700,2,01077010100,01077010100-500,-87.6602521450614,34.8018270606138,P,2500,1,2,68,1,,1,1,6,9500,1,,1,1,01077010100-500-668,,
H,1,1465612,100,85300,2,01077010100,01077010100-501,-87.6608824388139,34.8017131338374,P,2702,1,1,24,1,,0,1,1,40000,1,3255,1,2,01077010100-501-669,,475156188
H,1,1465612,100,85300,2,01077010100,01077010100-501,-87.6608824388139,34.8017131338374,P,2702,1,2,22,1,,13,1,1,45300,1,3255,22,2,01077010100-501-670,,226523421
H,1,822284,100,78000,2,01077010100,01077010100-502,-87.658686423287,34.8023256638294,P,1200,1,1,34,2,16,0,1,1,78000,1,410,1,2,01077010100-502-671,,396240194
H,1,822284,100,78000,2,01077010100,01077010100-502,-87.658686423287,34.8023256638294,P,1200,1,1,3,3,1,2,1,,,1,,11,2,01077010100-502-672,00000973,
H,1,1309970,100,58000,2,01077010100,01077010100-503,-87.6589457907103,34.8026855730012,P,1304,1,1,46,1,,0,1,6,28000,1,,1,2,01077010100-503-673,,
H,1,1309970,100,58000,2,01077010100,01077010100-503,-87.6589457907103,34.8026855730012,P,1304,1,2,45,1,,1,1,1,30000,1,9620,1,2,01077010100-503-674,,664186749
H,1,1136169,100,88000,2,01077010100,01077010100-504,-87.6577808956298,34.8012906473025,P,2000,1,1,46,1,,0,1,1,55000,1,9130,1,2,01077010100-504-675,,607146461
H,1,1136169,100,88000,2,01077010100,01077010100-504,-87.6577808956298,34.8012906473025,P,2000,1,2,48,1,,1,1,1,33000,1,4220,1,2,01077010100-504-676,,133756114
H,1,750733,100,56400,2,01077010100,01077010100-505,-87.6577097578442,34.8015385806528,P,1304,1,2,62,1,,0,1,6,7200,1,,1,2,01077010100-505-677,,
H,1,750733,100,56400,2,01077010100,01077010100-505,-87.6577097578442,34.8015385806528,P,1304,1,1,72,1,,1,1,6,49200,1,,1,2,01077010100-505-678,,
H,1,159036,100,94300,2,01077010100,01077010100-506,-87.6559196168578,34.8020242070841,P,1900,1,2,27,2,16,0,1,1,59000,1,2310,45,6,01077010100-506-679,,456273036
H,1,159036,100,94300,2,01077010100,01077010100-506,-87.6559196168578,34.8020242070841,P,1900,1,1,30,1,,1,1,1,35300,1,1360,1,1,01077010100-506-680,,675096606
H,1,890938,100,66130,2,01077010100,01077010100-507,-87.6555197510161,34.8019038562972,P,1303,1,2,33,1,,0,1,1,20000,2,5810,210,6,01077010100-507-681,,513756205
H,1,890938,100,66130,2,01077010100,01077010100-507,-87.6555197510161,34.8019038562972,P,1303,1,1,35,1,,1,1,1,46130,2,3060,210,6,01077010100-507-682,,495971152
H,1,1399770,100,71000,2,01077010100,01077010100-508,-87.6549603881747,34.8023192493006,P,301,1,1,26,1,,0,1,1,36000,1,150,217,6,01077010100-508-683,,133734129
H,1,1399770,100,71000,2,01077010100,01077010100-508,-87.6549603881747,34.8023192493006,P,301,1,2,31,1,,15,1,1,35000,1,5820,1,1,01077010100-508-684,,133751412
H,1,150644,100,100000,2,01077010100,01077010100-509,-87.6691303248703,34.8027942988882,P,1500,1,1,31,1,,0,1,1,60000,1,430,21,1,01077010100-509-685,,250695160
H,1,150644,100,100000,2,01077010100,01077010100-509,-87.6691303248703,34.8027942988882,P,1500,1,2,29,2,15,1,1,1,40000,1,310,1,1,01077010100-509-686,,803518570
H,1,658170,100,195010,2,01077010100,01077010100-510,-87.6681671772268,34.8023616288009,P,1900,1,2,52,1,,0,1,1,86010,1,2310,5,1,01077010100-510-687,,545024226
H,1,658170,100,195010,2,01077010100,01077010100-510,-87.6681671772268,34.8023616288009,P,1900,1,1,55,1,,1,1,1,109000,1,9130,48,1,01077010100-510-688,,133758326
H,1,957074,100,101000,2,01077010100,01077010100-511,-87.6672045718122,34.8029653277714,P,2500,1,2,64,1,,0,1,1,31000,1,5120,1,1,01077010100-511-689,,133773721
H,1,957074,100,101000,2,01077010100,01077010100-511,-87.6672045718122,34.8029653277714,P,2500,1,1,65,1,,1,1,1,70000,1,8740,1,1,01077010100-511-690,,545028490
H,1,184402,100,3200,3,01077010100,01077010100-512,-87.6718300011233,34.8019710319883,P,1600,1,2,22,2,15,0,1,3,0,1,4760,49,1,01077010100-512-691,,
H,1,184402,100,3200,3,01077010100,01077010100-512,-87.6718300011233,34.8019710319883,P,1600,1,2,22,2,15,12,1,3,3200,1,5700,51,1,01077010100-512-692,,
H,1,184402,100,3200,3,01077010100,01077010100-512,-87.6718300011233,34.8019710319883,P,1600,1,2,21,2,15,12,1,6,0,1,4110,1,1,01077010100-512-693,,
H,1,1077964,100,9600,3,01077010100,01077010100-513,-87.6725041593219,34.8021839889215,P,1400,1,2,22,1,,0,1,6,9600,1,4840,28,1,01077010100-513-694,,
H,1,1077964,100,9600,3,01077010100,01077010100-513,-87.6725041593219,34.8021839889215,P,1400,1,2,2,,,2,1,,,1,,1,1,01077010100-513-695,,
H,1,1077964,100,9600,3,01077010100,01077010100-513,-87.6725041593219,34.8021839889215,P,1400,1,2,0,,,2,1,,,1,,1,1,01077010100-513-696,,
H,1,29630,100,4000,3,01077010100,01077010100-514,-87.6612755788052,34.802982448486,P,600,1,2,23,1,,0,1,1,4000,1,4220,1,1,01077010100-514-697,,206827552
H,1,29630,100,4000,3,01077010100,01077010100-514,-87.6612755788052,34.802982448486,P,600,1,1,3,2,1,2,1,,,1,,1,9,01077010100-514-698,010201000772,
H,1,29630,100,4000,3,01077010100,01077010100-514,-87.6612755788052,34.802982448486,P,600,1,1,2,,,2,1,,,1,,1,9,01077010100-514-699,,
H,1,188826,100,0,3,01077010100,01077010100-515,-87.6607290208668,34.803011750261,P,1100,1,2,24,1,,0,1,6,0,1,5400,13,1,01077010100-515-700,,
H,1,188826,100,0,3,01077010100,01077010100-515,-87.6607290208668,34.803011750261,P,1100,1,2,5,2,3,2,1,,,1,,1,1,01077010100-515-701,010201000765,
H,1,188826,100,0,3,01077010100,01077010100-515,-87.6607290208668,34.803011750261,P,1100,1,2,4,3,1,2,1,,,1,,1,1,01077010100-515-702,00000973,
H,1,401186,100,8000,3,01077010100,01077010100-516,-87.6676580088265,34.8028092173116,P,1303,1,1,19,2,15,0,1,1,5000,1,7430,1,1,01077010100-516-703,,545022758
H,1,401186,100,8000,3,01077010100,01077010100-516,-87.6676580088265,34.8028092173116,P,1303,1,1,19,2,15,12,1,1,3000,1,4720,1,2,01077010100-516-704,,704384429
H,1,401186,100,8000,3,01077010100,01077010100-516,-87.6676580088265,34.8028092173116,P,1303,1,1,19,2,15,12,2,6,0,1,,48,8,01077010100-516-705,,
H,1,1340945,100,1500,3,01077010100,01077010100-517,-87.6569404807883,34.8026523196494,P,1305,1,2,23,2,15,0,1,6,0,1,4720,1,1,01077010100-517-706,,
H,1,1340945,100,1500,3,01077010100,01077010100-517,-87.6569404807883,34.8026523196494,P,1305,1,2,23,2,15,12,1,1,1500,1,2340,1,1,01077010100-517-707,,599402989
H,1,1340945,100,1500,3,01077010100,01077010100-517,-87.6569404807883,34.8026523196494,P,1305,1,2,22,2,15,12,1,6,0,1,,1,1,01077010100-517-708,,
H,1,1184087,100,2500,3,01077010100,01077010100-518,-87.6574769687125,34.8029790183107,P,1900,1,1,19,2,15,0,1,6,2500,1,4620,1,1,01077010100-518-709,,
H,1,1184087,100,2500,3,01077010100,01077010100-518,-87.6574769687125,34.8029790183107,P,1900,1,1,19,2,15,12,1,6,0,1,9610,1,1,01077010100-518-710,,
H,1,1184087,100,2500,3,01077010100,01077010100-518,-87.6574769687125,34.8029790183107,P,1900,1,1,18,2,15,12,1,6,0,1,205,1,1,01077010100-518-711,,
H,1,547470,100,8400,3,01077010100,01077010100-519,-87.6574943929353,34.8026653101004,P,1800,1,2,24,1,,0,1,6,8400,1,4720,1,1,01077010100-519-712,,
H,1,547470,100,8400,3,01077010100,01077010100-519,-87.6574943929353,34.8026653101004,P,1800,1,1,24,1,,1,1,3,0,1,4720,1,1,01077010100-519-713,,
H,1,547470,100,8400,3,01077010100,01077010100-519,-87.6574943929353,34.8026653101004,P,1800,1,2,4,1,,2,1,,,1,,1,1,01077010100-519-714,,
H,1,1245934,100,700,3,01077010100,01077010100-520,-87.6562578586031,34.8008309720476,P,100,1,2,34,1,,0,1,6,700,1,420,39,1,01077010100-520-715,,
H,1,1245934,100,700,3,01077010100,01077010100-520,-87.6562578586031,34.8008309720476,P,100,1,1,17,2,13,2,1,6,0,1,,39,1,01077010100-520-716,010153000528,
H,1,1245934,100,700,3,01077010100,01077010100-520,-87.6562578586031,34.8008309720476,P,100,1,2,13,2,9,2,1,,,1,,39,1,01077010100-520-717,010201000767,
H,1,415613,100,0,3,01077010100,01077010100-521,-87.6565602497711,34.7997763641576,P,800,1,2,28,1,,0,1,6,0,1,,29,1,01077010100-521-718,,
H,1,415613,100,0,3,01077010100,01077010100-521,-87.6565602497711,34.7997763641576,P,800,1,1,6,2,2,2,1,,,1,,1,1,01077010100-521-719,010201000772,
H,1,415613,100,0,3,01077010100,01077010100-521,-87.6565602497711,34.7997763641576,P,800,1,1,2,,,2,1,,,1,,1,1,01077010100-521-720,,
H,1,1226191,100,2200,3,01077010100,01077010100-522,-87.6562410571655,34.8004309186762,P,2500,1,2,28,2,15,0,1,3,2200,1,3500,48,1,01077010100-522-721,,
H,1,1226191,100,2200,3,01077010100,01077010100-522,-87.6562410571655,34.8004309186762,P,2500,1,2,4,3,1,2,1,,,1,,13,1,01077010100-522-722,00000973,
H,1,1226191,100,2200,3,01077010100,01077010100-522,-87.6562410571655,34.8004309186762,P,2500,1,1,3,1,,2,1,,,1,,13,1,01077010100-522-723,,
H,1,237931,100,930,3,01077010100,01077010100-523,-87.6561381606714,34.8030407650717,P,1304,1,2,25,1,,0,1,1,930,1,3600,1,1,01077010100-523-724,,133746990
H,1,237931,100,930,3,01077010100,01077010100-523,-87.6561381606714,34.8030407650717,P,1304,1,1,5,2,2,2,1,,,1,,1,1,01077010100-523-725,010201001545,
H,1,237931,100,930,3,01077010100,01077010100-523,-87.6561381606714,34.8030407650717,P,1304,1,1,1,,,2,1,,,1,,1,1,01077010100-523-726,,
H,1,35291,100,6300,3,01077010100,01077010100-524,-87.6561256061525,34.8032659640164,P,1100,1,1,29,1,,0,1,3,6000,1,5020,1,1,01077010100-524-727,,
H,1,35291,100,6300,3,01077010100,01077010100-524,-87.6561256061525,34.8032659640164,P,1100,1,2,24,2,15,1,1,1,300,1,4110,18,1,01077010100-524-728,,892483272
H,1,35291,100,6300,3,01077010100,01077010100-524,-87.6561256061525,34.8032659640164,P,1100,1,1,6,2,2,2,1,,,1,,18,1,01077010100-524-729,010201000775,
H,1,679652,100,8000,3,01077010100,01077010100-525,-87.6562940648852,34.8031769243821,P,2200,1,2,36,1,,0,1,6,0,1,,12,1,01077010100-525-730,,
H,1,679652,100,8000,3,01077010100,01077010100-525,-87.6562940648852,34.8031769243821,P,2200,1,2,20,1,,2,1,1,8000,1,5610,1,1,01077010100-525-731,,927924431
H,1,679652,100,8000,3,01077010100,01077010100-525,-87.6562940648852,34.8031769243821,P,2200,1,1,0,,,7,1,,,1,,1,1,01077010100-525-732,,
H,1,468496,100,8800,3,01077010100,01077010100-526,-87.6556443052718,34.8018634481856,P,500,1,1,45,1,,0,7,1,8800,2,6050,313,1,01077010100-526-733,,599395019
H,1,468496,100,8800,3,01077010100,01077010100-526,-87.6556443052718,34.8018634481856,P,500,1,2,38,1,,1,7,6,0,2,,313,1,01077010100-526-734,,
H,1,468496,100,8800,3,01077010100,01077010100-526,-87.6556443052718,34.8018634481856,P,500,1,1,10,2,6,2,7,,,1,,1,1,01077010100-526-735,010201001545,
H,1,1224564,100,5500,3,01077010100,01077010100-527,-87.6556948691515,34.8043498918587,P,2701,1,2,22,2,15,0,1,6,5500,1,5240,1,2,01077010100-527-736,,
H,1,1224564,100,5500,3,01077010100,01077010100-527,-87.6556948691515,34.8043498918587,P,2701,1,2,4,2,1,2,1,,,1,,1,2,01077010100-527-737,010201000772,
H,1,1224564,100,5500,3,01077010100,01077010100-527,-87.6556948691515,34.8043498918587,P,2701,1,1,2,,,2,1,,,1,,1,2,01077010100-527-738,,
H,1,545125,100,9870,3,01077010100,01077010100-528,-87.6550271557765,34.8025860113146,P,1900,1,2,21,2,15,0,1,1,4500,1,4720,1,2,01077010100-528-739,,133768101
H,1,545125,100,9870,3,01077010100,01077010100-528,-87.6550271557765,34.8025860113146,P,1900,1,2,22,2,15,12,1,1,570,1,4600,1,2,01077010100-528-740,,250695160
H,1,545125,100,9870,3,01077010100,01077010100-528,-87.6550271557765,34.8025860113146,P,1900,1,2,21,2,15,12,1,6,4800,1,,1,2,01077010100-528-741,,
H,1,428791,100,10,3,01077010100,01077010100-529,-87.6553880052946,34.8033478232125,P,2500,1,2,21,1,,0,1,6,10,1,,1,2,01077010100-529-742,,
H,1,428791,100,10,3,01077010100,01077010100-529,-87.6553880052946,34.8033478232125,P,2500,1,2,1,,,2,1,,,1,,1,2,01077010100-529-743,,
H,1,428791,100,10,3,01077010100,01077010100-529,-87.6553880052946,34.8033478232125,P,2500,1,2,22,1,,5,1,3,0,1,4720,1,2,01077010100-529-744,,
H,1,545125,100,9870,3,01077010100,01077010100-530,-87.6557393920087,34.8045411770692,P,1900,1,2,21,2,15,0,1,1,4500,1,4720,1,2,01077010100-530-745,,300671351
H,1,545125,100,9870,3,01077010100,01077010100-530,-87.6557393920087,34.8045411770692,P,1900,1,2,22,2,15,12,1,1,570,1,4600,1,2,01077010100-530-746,,250695160
H,1,545125,100,9870,3,01077010100,01077010100-530,-87.6557393920087,34.8045411770692,P,1900,1,2,21,2,15,12,1,6,4800,1,,1,2,01077010100-530-747,,
H,1,945485,100,8300,3,01077010100,01077010100-531,-87.6826081412643,34.8060194709438,P,1500,1,2,32,1,,0,1,6,8300,1,,1,2,01077010100-531-748,,
H,1,945485,100,8300,3,01077010100,01077010100-531,-87.6826081412643,34.8060194709438,P,1500,1,1,14,2,9,2,1,,,1,,1,2,01077010100-531-749,010201000765,
H,1,945485,100,8300,3,01077010100,01077010100-531,-87.6826081412643,34.8060194709438,P,1500,1,1,8,2,4,2,1,,,1,,1,2,01077010100-531-750,010201000763,
H,1,894131,100,0,3,01077010100,01077010100-532,-87.6834942831902,34.8065292094515,P,1500,1,2,32,1,,0,1,6,0,1,4020,9,2,01077010100-532-751,,
H,1,894131,100,0,3,01077010100,01077010100-532,-87.6834942831902,34.8065292094515,P,1500,1,2,11,2,6,2,1,,,1,,9,2,01077010100-532-752,010201001545,
H,1,894131,100,0,3,01077010100,01077010100-532,-87.6834942831902,34.8065292094515,P,1500,1,1,6,2,2,2,1,,,1,,1,2,01077010100-532-753,010153000532,
H,1,887299,100,0,3,01077010100,01077010100-533,-87.6816122686605,34.8057237953319,P,1800,1,2,25,1,,0,1,6,0,1,,13,2,01077010100-533-754,,
H,1,887299,100,0,3,01077010100,01077010100-533,-87.6816122686605,34.8057237953319,P,1800,1,1,4,1,,2,1,,,1,,1,2,01077010100-533-755,,
H,1,887299,100,0,3,01077010100,01077010100-533,-87.6816122686605,34.8057237953319,P,1800,1,2,2,,,2,1,,,1,,1,2,01077010100-533-756,,
H,1,774948,100,1100,3,01077010100,01077010100-534,-87.6830458107428,34.8060445316732,P,1500,1,2,31,1,,0,1,3,1100,1,430,1,2,01077010100-534-757,,
H,1,774948,100,1100,3,01077010100,01077010100-534,-87.6830458107428,34.8060445316732,P,1500,1,2,11,2,8,2,1,,,1,,1,2,01077010100-534-758,010201000767,
H,1,774948,100,1100,3,01077010100,01077010100-534,-87.6830458107428,34.8060445316732,P,1500,1,1,6,2,2,2,1,,,1,,1,2,01077010100-534-759,010201000769,
H,1,86502,100,7800,3,01077010100,01077010100-535,-87.6817916766406,34.8054903845549,P,2702,1,2,30,1,,0,1,1,7800,1,5000,1,2,01077010100-535-760,,803502160
H,1,86502,100,7800,3,01077010100,01077010100-535,-87.6817916766406,34.8054903845549,P,2702,1,2,5,2,2,2,1,,,1,,1,2,01077010100-535-761,010201000766,
H,1,86502,100,7800,3,01077010100,01077010100-535,-87.6817916766406,34.8054903845549,P,2702,1,2,4,1,,2,1,,,1,,1,2,01077010100-535-762,,
H,1,600364,100,8600,3,01077010100,01077010100-536,-87.6820664531771,34.8057137641025,P,2200,1,2,50,1,,0,1,3,0,1,9920,1,2,01077010100-536-763,,
H,1,600364,100,8600,3,01077010100,01077010100-536,-87.6820664531771,34.8057137641025,P,2200,1,2,26,1,,2,1,1,8600,1,7750,1,2,01077010100-536-764,,226523421
H,1,600364,100,8600,3,01077010100,01077010100-536,-87.6820664531771,34.8057137641025,P,2200,1,2,20,1,,2,1,3,0,1,9920,1,2,01077010100-536-765,,
H,1,931412,100,2500,3,01077010100,01077010100-537,-87.680203352315,34.8062090012464,P,302,1,2,34,1,,0,1,6,0,2,,247,6,01077010100-537-766,,
H,1,931412,100,2500,3,01077010100,01077010100-537,-87.680203352315,34.8062090012464,P,302,1,1,37,2,15,1,1,6,2500,1,1720,139,1,01077010100-537-767,,
H,1,931412,100,2500,3,01077010100,01077010100-537,-87.680203352315,34.8062090012464,P,302,1,1,2,,,2,1,,,1,,1,9,01077010100-537-768,,
H,1,207709,100,12100,3,01077010100,01077010100-538,-87.6578022794129,34.8037028909126,P,2600,1,2,24,1,,0,1,1,7600,1,4720,1,1,01077010100-538-769,,803522689
H,1,207709,100,12100,3,01077010100,01077010100-538,-87.6578022794129,34.8037028909126,P,2600,1,1,5,3,1,2,1,,,1,,13,1,01077010100-538-770,A0100374,
H,1,207709,100,12100,3,01077010100,01077010100-538,-87.6578022794129,34.8037028909126,P,2600,1,2,19,1,,12,1,1,4500,1,4720,1,1,01077010100-538-771,,607348836
H,1,1164742,100,11500,3,01077010100,01077010100-539,-87.6774943583769,34.8033517053021,P,2300,1,2,49,1,,0,1,1,5000,1,4965,1,1,01077010100-539-772,,401889282
H,1,1164742,100,11500,3,01077010100,01077010100-539,-87.6774943583769,34.8033517053021,P,2300,1,1,52,1,,1,1,1,6500,1,7140,42,1,01077010100-539-773,,314267931
H,1,1164742,100,11500,3,01077010100,01077010100-539,-87.6774943583769,34.8033517053021,P,2300,1,2,5,2,2,2,1,,,1,,48,1,01077010100-539-774,010201000766,
H,1,51232,100,10300,3,01077010100,01077010100-540,-87.664441602964,34.8064978897381,P,1305,1,2,30,1,,0,1,6,10300,1,,13,1,01077010100-540-775,,
H,1,51232,100,10300,3,01077010100,01077010100-540,-87.664441602964,34.8064978897381,P,1305,1,1,8,2,5,2,1,,,1,,1,1,01077010100-540-776,010201000763,
H,1,51232,100,10300,3,01077010100,01077010100-540,-87.664441602964,34.8064978897381,P,1305,1,2,2,,,2,1,,,1,,1,1,01077010100-540-777,,
H,1,147024,100,10200,3,01077010100,01077010100-541,-87.6745926381166,34.8011488601045,P,2500,1,2,46,1,,0,1,6,8200,1,,1,1,01077010100-541-778,,
H,1,147024,100,10200,3,01077010100,01077010100-541,-87.6745926381166,34.8011488601045,P,2500,1,1,18,1,,2,1,6,0,1,,1,1,01077010100-541-779,,
H,1,147024,100,10200,3,01077010100,01077010100-541,-87.6745926381166,34.8011488601045,P,2500,1,1,29,1,,13,1,3,2000,1,4250,12,1,01077010100-541-780,,
H,1,7012,100,13000,3,01077010100,01077010100-542,-87.6754308035915,34.8021438054275,P,2701,1,2,24,1,,0,1,1,13000,1,4220,1,2,01077010100-542-781,,401889340
H,1,7012,100,13000,3,01077010100,01077010100-542,-87.6754308035915,34.8021438054275,P,2701,1,1,8,2,4,2,1,,,1,,1,2,01077010100-542-782,010201000765,
H,1,7012,100,13000,3,01077010100,01077010100-542,-87.6754308035915,34.8021438054275,P,2701,1,2,6,2,2,2,1,,,1,,1,2,01077010100-542-783,010153000532,
H,1,744906,100,12000,3,01077010100,01077010100-543,-87.6756346054903,34.8029579445775,P,2703,1,2,31,1,,0,1,1,12000,1,4610,1,2,01077010100-543-784,,133750695
H,1,744906,100,12000,3,01077010100,01077010100-543,-87.6756346054903,34.8029579445775,P,2703,1,2,4,1,,2,1,,,1,,1,2,01077010100-543-785,,
H,1,744906,100,12000,3,01077010100,01077010100-543,-87.6756346054903,34.8029579445775,P,2703,1,1,1,,,2,1,,,1,,1,2,01077010100-543-786,,
H,1,1076816,100,21600,3,01077010100,01077010100-544,-87.6765086637072,34.804317685881,P,2500,1,2,20,1,,0,1,3,3500,1,4760,5,1,01077010100-544-787,,
H,1,1076816,100,21600,3,01077010100,01077010100-544,-87.6765086637072,34.804317685881,P,2500,1,2,0,,,2,1,,,1,,1,1,01077010100-544-788,,
H,1,1076816,100,21600,3,01077010100,01077010100-544,-87.6765086637072,34.804317685881,P,2500,1,1,32,1,,13,1,1,18100,1,7340,1,1,01077010100-544-789,,886694330
H,1,668757,100,16800,3,01077010100,01077010100-545,-87.6768777777387,34.8045474071485,P,500,1,2,23,1,,0,1,6,2800,1,4720,1,1,01077010100-545-790,,
H,1,668757,100,16800,3,01077010100,01077010100-545,-87.6768777777387,34.8045474071485,P,500,1,1,24,1,,1,1,1,14000,1,4250,1,1,01077010100-545-791,,133774166
H,1,668757,100,16800,3,01077010100,01077010100-545,-87.6768777777387,34.8045474071485,P,500,1,1,0,,,2,1,,,1,,1,1,01077010100-545-792,,
H,1,1360611,100,24000,3,01077010100,01077010100-546,-87.6774524447071,34.8051983271038,P,2500,1,2,22,2,15,0,1,1,1500,1,3500,208,1,01077010100-546-793,,574666293
H,1,1360611,100,24000,3,01077010100,01077010100-546,-87.6774524447071,34.8051983271038,P,2500,1,2,22,1,,12,1,1,12000,1,2145,208,1,01077010100-546-794,,382550648
H,1,1360611,100,24000,3,01077010100,01077010100-546,-87.6774524447071,34.8051983271038,P,2500,1,1,25,1,,13,1,1,10500,1,8220,1,1,01077010100-546-795,,513757518
H,1,976953,100,20300,3,01077010100,01077010100-547,-87.6771032360672,34.8048545480356,P,2500,1,2,22,1,,0,1,1,3800,1,5160,1,1,01077010100-547-796,,803489145
H,1,976953,100,20300,3,01077010100,01077010100-547,-87.6771032360672,34.8048545480356,P,2500,1,2,1,,,2,1,,,1,,1,1,01077010100-547-797,,
H,1,976953,100,20300,3,01077010100,01077010100-547,-87.6771032360672,34.8048545480356,P,2500,1,1,22,1,,13,1,1,16500,1,6260,1,1,01077010100-547-798,,420158057
H,1,127177,100,15000,3,01077010100,01077010100-548,-87.6614564266586,34.8029925061524,P,700,1,2,21,1,,0,1,1,5000,1,4760,1,1,01077010100-548-799,,385173083
H,1,127177,100,15000,3,01077010100,01077010100-548,-87.6614564266586,34.8029925061524,P,700,1,1,20,1,,1,1,1,10000,1,6260,1,1,01077010100-548-800,,133756064
H,1,127177,100,15000,3,01077010100,01077010100-548,-87.6614564266586,34.8029925061524,P,700,1,1,1,,,2,1,,,1,,1,1,01077010100-548-801,,
H,1,668757,100,16800,3,01077010100,01077010100-549,-87.6615813239132,34.8030326448888,P,500,1,2,23,1,,0,1,6,2800,1,4720,1,1,01077010100-549-802,,
H,1,668757,100,16800,3,01077010100,01077010100-549,-87.6615813239132,34.8030326448888,P,500,1,1,24,1,,1,1,1,14000,1,4250,1,1,01077010100-549-803,,133760181
H,1,668757,100,16800,3,01077010100,01077010100-549,-87.6615813239132,34.8030326448888,P,500,1,1,0,,,2,1,,,1,,1,1,01077010100-549-804,,
H,1,727057,100,23700,3,01077010100,01077010100-550,-87.6596245900001,34.8036427143012,P,2600,1,2,19,1,,0,1,1,8000,1,4720,12,1,01077010100-550-805,,495961013
H,1,727057,100,23700,3,01077010100,01077010100-550,-87.6596245900001,34.8036427143012,P,2600,1,1,25,1,,12,1,1,10500,1,8220,39,1,01077010100-550-806,,133752329
H,1,727057,100,23700,3,01077010100,01077010100-550,-87.6596245900001,34.8036427143012,P,2600,1,1,21,1,,12,1,1,5200,1,8140,12,1,01077010100-550-807,,803510924
H,1,771353,100,16000,3,01077010100,01077010100-551,-87.6602153365256,34.8032970347403,P,2300,1,2,25,1,,0,1,1,16000,1,4510,53,1,01077010100-551-808,,133748129
H,1,771353,100,16000,3,01077010100,01077010100-551,-87.6602153365256,34.8032970347403,P,2300,1,1,1,,,2,1,,,1,,1,1,01077010100-551-809,,
H,1,771353,100,16000,3,01077010100,01077010100-551,-87.6602153365256,34.8032970347403,P,2300,1,1,0,,,15,24,,,1,,1,8,01077010100-551-810,,
H,1,1393925,100,23200,3,01077010100,01077010100-552,-87.6625270946823,34.8035596549753,P,1301,1,2,33,1,,0,1,2,23200,1,4030,49,1,01077010100-552-811,,401888920
H,1,1393925,100,23200,3,01077010100,01077010100-552,-87.6625270946823,34.8035596549753,P,1301,1,2,14,2,10,2,1,,,1,,1,1,01077010100-552-812,010201000775,
H,1,1393925,100,23200,3,01077010100,01077010100-552,-87.6625270946823,34.8035596549753,P,1301,1,1,10,2,6,2,1,,,1,,1,1,01077010100-552-813,010201000765,
H,1,56282,100,18300,3,01077010100,01077010100-553,-87.6620918918734,34.8038175137884,P,900,1,2,29,1,,0,1,1,18300,1,1965,12,1,01077010100-553-814,,308028208
H,1,56282,100,18300,3,01077010100,01077010100-553,-87.6620918918734,34.8038175137884,P,900,1,1,10,2,6,2,1,,,1,,1,1,01077010100-553-815,010153000532,
H,1,56282,100,18300,3,01077010100,01077010100-553,-87.6620918918734,34.8038175137884,P,900,1,2,7,2,3,2,1,,,1,,1,1,01077010100-553-816,010153000532,
H,1,707561,100,18400,3,01077010100,01077010100-554,-87.6615481670105,34.8038885044768,P,2300,1,2,52,1,,0,1,1,-7100,1,50,23,1,01077010100-554-817,,997143318
H,1,707561,100,18400,3,01077010100,01077010100-554,-87.6615481670105,34.8038885044768,P,2300,1,1,10,2,6,7,1,,,1,,1,1,01077010100-554-818,010153000535,
H,1,707561,100,18400,3,01077010100,01077010100-554,-87.6615481670105,34.8038885044768,P,2300,1,2,54,1,,13,1,1,25500,1,136,1,1,01077010100-554-819,,495966202
